Part ID,Supplier,Target OEM,Plant Location,Lead Time (Days),Component Category,Stock Status,Batch Quantity,Unit Cost (INR),Total Batch Value (INR),GST Rate (%),GST Amount (INR),Final Value with GST (INR)
PRT-IND-200296,Endurance Tech,Mahindra & Mahindra,Gurugram,3,Electrical & Sensor,Overstocked,1784,"₹41,557.50","₹74,138,580.00",18,"₹13,344,944.40","₹87,483,524.40"
PRT-IND-200297,Bharat Forge,Bajaj Auto,Gurugram,25,Transmission,Reorder Needed,123,₹946.50,"₹116,419.50",28,"₹32,597.46","₹149,016.96"
PRT-IND-200298,Mahindra CIE,Bajaj Auto,Jamshedpur,39,Suspension,Overstocked,1401,"₹22,929.50","₹32,124,229.50",28,"₹8,994,784.26","₹41,119,013.76"
PRT-IND-200299,Bosch India,Hyundai India,Bengaluru,31,Electrical & Sensor,Overstocked,1957,"₹48,343.50","₹94,608,229.50",18,"₹17,029,481.31","₹111,637,710.81"
PRT-IND-200300,Tata AutoComp,Hyundai India,Pune,7,Engine Core,Overstocked,1907,"₹44,410.50","₹84,690,823.50",28,"₹23,713,430.58","₹108,404,254.08"
PRT-IND-200301,Bharat Forge,Hero MotoCorp,Pune,24,Braking System,Optimal Stock,470,"₹43,410.00","₹20,402,700.00",28,"₹5,712,756.00","₹26,115,456.00"
PRT-IND-200302,Mahindra CIE,Mahindra & Mahindra,Bengaluru,40,Electrical & Sensor,Reorder Needed,255,"₹36,782.50","₹9,379,537.50",18,"₹1,688,316.75","₹11,067,854.25"
PRT-IND-200303,Tata AutoComp,Maruti Suzuki,Gurugram,23,Exhaust,Optimal Stock,668,"₹27,610.00","₹18,443,480.00",28,"₹5,164,174.40","₹23,607,654.40"
PRT-IND-200304,Mahindra CIE,Maruti Suzuki,Gurugram,17,Engine Core,Reorder Needed,100,"₹34,105.00","₹3,410,500.00",28,"₹954,940.00","₹4,365,440.00"
PRT-IND-200305,Uno Minda,Hyundai India,Coimbatore,16,Transmission,Overstocked,1749,"₹39,672.50","₹69,387,202.50",28,"₹19,428,416.70","₹88,815,619.20"
PRT-IND-200306,Bosch India,Mahindra & Mahindra,Manesar,23,Braking System,Reorder Needed,65,"₹43,314.50","₹2,815,442.50",28,"₹788,323.90","₹3,603,766.40"
PRT-IND-200307,Motherson Sumi,Hero MotoCorp,Jamshedpur,12,Exhaust,Optimal Stock,392,"₹16,798.00","₹6,584,816.00",28,"₹1,843,748.48","₹8,428,564.48"
PRT-IND-200308,Motherson Sumi,Maruti Suzuki,Pune,28,Braking System,Overstocked,1453,"₹28,758.00","₹41,785,374.00",28,"₹11,699,904.72","₹53,485,278.72"
PRT-IND-200309,Mahindra CIE,Hyundai India,Jamshedpur,43,Transmission,Optimal Stock,1098,"₹16,096.00","₹17,673,408.00",28,"₹4,948,554.24","₹22,621,962.24"
PRT-IND-200310,Mahindra CIE,Hero MotoCorp,Jamshedpur,10,Electrical & Sensor,Overstocked,1291,"₹34,153.50","₹44,092,168.50",18,"₹7,936,590.33","₹52,028,758.83"
PRT-IND-200311,Bosch India,Hyundai India,Gurugram,38,Suspension,Optimal Stock,730,"₹40,019.00","₹29,213,870.00",28,"₹8,179,883.60","₹37,393,753.60"
PRT-IND-200312,Uno Minda,Hero MotoCorp,Anantapur,30,Transmission,Optimal Stock,321,"₹27,991.00","₹8,985,111.00",28,"₹2,515,831.08","₹11,500,942.08"
PRT-IND-200313,Uno Minda,Mahindra & Mahindra,Sanand,28,Braking System,Reorder Needed,258,"₹40,604.00","₹10,475,832.00",28,"₹2,933,232.96","₹13,409,064.96"
PRT-IND-200314,Bosch India,Mahindra & Mahindra,Pune,39,Transmission,Optimal Stock,571,"₹40,249.50","₹22,982,464.50",28,"₹6,435,090.06","₹29,417,554.56"
PRT-IND-200315,Bharat Forge,Tata Motors,Sanand,18,Engine Core,Reorder Needed,285,"₹25,428.50","₹7,247,122.50",28,"₹2,029,194.30","₹9,276,316.80"
PRT-IND-200316,Motherson Sumi,Maruti Suzuki,Pune,27,Braking System,Overstocked,1709,"₹36,191.00","₹61,850,419.00",28,"₹17,318,117.32","₹79,168,536.32"
PRT-IND-200317,Endurance Tech,TVS Motor,Jamshedpur,33,Engine Core,Optimal Stock,543,"₹5,563.50","₹3,020,980.50",28,"₹845,874.54","₹3,866,855.04"
PRT-IND-200318,Mahindra CIE,Hero MotoCorp,Sanand,20,Suspension,Optimal Stock,766,"₹15,680.00","₹12,010,880.00",28,"₹3,363,046.40","₹15,373,926.40"
PRT-IND-200319,Endurance Tech,Maruti Suzuki,Sanand,12,Electrical & Sensor,Reorder Needed,158,"₹43,440.50","₹6,863,599.00",18,"₹1,235,447.82","₹8,099,046.82"
PRT-IND-200320,Mahindra CIE,Hero MotoCorp,Bengaluru,38,Electrical & Sensor,Overstocked,1271,"₹33,284.00","₹42,303,964.00",18,"₹7,614,713.52","₹49,918,677.52"
PRT-IND-200321,Uno Minda,Hyundai India,Coimbatore,41,Transmission,Optimal Stock,551,"₹3,823.00","₹2,106,473.00",28,"₹589,812.44","₹2,696,285.44"
PRT-IND-200322,Bosch India,Hyundai India,Anantapur,40,Transmission,Reorder Needed,104,"₹31,848.50","₹3,312,244.00",28,"₹927,428.32","₹4,239,672.32"
PRT-IND-200323,Endurance Tech,Bajaj Auto,Coimbatore,43,Exhaust,Overstocked,1819,"₹29,749.00","₹54,113,431.00",28,"₹15,151,760.68","₹69,265,191.68"
PRT-IND-200324,Bosch India,TVS Motor,Bengaluru,18,Engine Core,Overstocked,1508,"₹7,801.50","₹11,764,662.00",28,"₹3,294,105.36","₹15,058,767.36"
PRT-IND-200325,Tata AutoComp,Hero MotoCorp,Sanand,8,Suspension,Optimal Stock,665,"₹46,859.00","₹31,161,235.00",28,"₹8,725,145.80","₹39,886,380.80"
PRT-IND-200326,Uno Minda,Maruti Suzuki,Manesar,27,Braking System,Overstocked,1866,"₹46,778.00","₹87,287,748.00",28,"₹24,440,569.44","₹111,728,317.44"
PRT-IND-200327,Tata AutoComp,Hero MotoCorp,Gurugram,24,Suspension,Overstocked,1473,"₹25,360.50","₹37,356,016.50",28,"₹10,459,684.62","₹47,815,701.12"
PRT-IND-200328,Tata AutoComp,Mahindra & Mahindra,Coimbatore,44,Exhaust,Overstocked,1648,"₹23,893.00","₹39,375,664.00",28,"₹11,025,185.92","₹50,400,849.92"
PRT-IND-200329,Endurance Tech,Mahindra & Mahindra,Pithampur,29,Engine Core,Overstocked,1806,"₹20,708.00","₹37,398,648.00",28,"₹10,471,621.44","₹47,870,269.44"
PRT-IND-200330,Mahindra CIE,Tata Motors,Pithampur,34,Braking System,Optimal Stock,731,"₹16,098.00","₹11,767,638.00",28,"₹3,294,938.64","₹15,062,576.64"
PRT-IND-200331,Endurance Tech,Tata Motors,Jamshedpur,23,Transmission,Optimal Stock,625,"₹33,163.50","₹20,727,187.50",28,"₹5,803,612.50","₹26,530,800.00"
PRT-IND-200332,Mahindra CIE,TVS Motor,Sanand,15,Electrical & Sensor,Optimal Stock,700,"₹47,601.50","₹33,321,050.00",18,"₹5,997,789.00","₹39,318,839.00"
PRT-IND-200333,Bosch India,Maruti Suzuki,Anantapur,25,Suspension,Optimal Stock,592,"₹31,078.50","₹18,398,472.00",28,"₹5,151,572.16","₹23,550,044.16"
PRT-IND-200334,Tata AutoComp,Bajaj Auto,Coimbatore,8,Exhaust,Overstocked,1971,"₹17,709.00","₹34,904,439.00",28,"₹9,773,242.92","₹44,677,681.92"
PRT-IND-200335,Bosch India,Tata Motors,Pune,28,Braking System,Overstocked,1322,"₹7,943.00","₹10,500,646.00",28,"₹2,940,180.88","₹13,440,826.88"
PRT-IND-200336,Endurance Tech,Hyundai India,Jamshedpur,10,Transmission,Optimal Stock,755,"₹31,734.50","₹23,959,547.50",28,"₹6,708,673.30","₹30,668,220.80"
PRT-IND-200337,Endurance Tech,Maruti Suzuki,Bengaluru,43,Suspension,Optimal Stock,404,"₹26,286.00","₹10,619,544.00",28,"₹2,973,472.32","₹13,593,016.32"
PRT-IND-200338,Endurance Tech,Hyundai India,Anantapur,18,Exhaust,Overstocked,1781,"₹39,969.00","₹71,184,789.00",28,"₹19,931,740.92","₹91,116,529.92"
PRT-IND-200339,Endurance Tech,Maruti Suzuki,Pune,16,Transmission,Optimal Stock,1100,"₹42,992.00","₹47,291,200.00",28,"₹13,241,536.00","₹60,532,736.00"
PRT-IND-200340,Endurance Tech,Bajaj Auto,Sanand,4,Exhaust,Overstocked,1906,"₹18,912.50","₹36,047,225.00",28,"₹10,093,223.00","₹46,140,448.00"
PRT-IND-200341,Bharat Forge,Maruti Suzuki,Bengaluru,39,Exhaust,Optimal Stock,405,"₹21,013.50","₹8,510,467.50",28,"₹2,382,930.90","₹10,893,398.40"
PRT-IND-200342,Endurance Tech,Bajaj Auto,Coimbatore,13,Suspension,Overstocked,1467,"₹46,918.00","₹68,828,706.00",28,"₹19,272,037.68","₹88,100,743.68"
PRT-IND-200343,Bharat Forge,Tata Motors,Chennai,12,Electrical & Sensor,Optimal Stock,356,"₹34,357.50","₹12,231,270.00",18,"₹2,201,628.60","₹14,432,898.60"
PRT-IND-200344,Uno Minda,TVS Motor,Sanand,30,Electrical & Sensor,Overstocked,1531,"₹21,634.50","₹33,122,419.50",18,"₹5,962,035.51","₹39,084,455.01"
PRT-IND-200345,Motherson Sumi,Tata Motors,Gurugram,22,Braking System,Optimal Stock,1164,"₹4,456.00","₹5,186,784.00",28,"₹1,452,299.52","₹6,639,083.52"
PRT-IND-200346,Mahindra CIE,Mahindra & Mahindra,Pithampur,20,Exhaust,Reorder Needed,57,"₹17,245.00","₹982,965.00",28,"₹275,230.20","₹1,258,195.20"
PRT-IND-200347,Tata AutoComp,Tata Motors,Jamshedpur,42,Transmission,Optimal Stock,472,"₹12,076.50","₹5,700,108.00",28,"₹1,596,030.24","₹7,296,138.24"
PRT-IND-200348,Bosch India,Tata Motors,Anantapur,5,Electrical & Sensor,Optimal Stock,691,"₹12,836.00","₹8,869,676.00",18,"₹1,596,541.68","₹10,466,217.68"
PRT-IND-200349,Bosch India,Maruti Suzuki,Anantapur,24,Engine Core,Overstocked,1547,"₹6,877.00","₹10,638,719.00",28,"₹2,978,841.32","₹13,617,560.32"
PRT-IND-200350,Tata AutoComp,Maruti Suzuki,Manesar,13,Transmission,Overstocked,1645,"₹22,016.50","₹36,217,142.50",28,"₹10,140,799.90","₹46,357,942.40"
PRT-IND-200351,Endurance Tech,TVS Motor,Chennai,9,Electrical & Sensor,Overstocked,1604,"₹17,740.50","₹28,455,762.00",18,"₹5,122,037.16","₹33,577,799.16"
PRT-IND-200352,Bosch India,Bajaj Auto,Coimbatore,43,Exhaust,Overstocked,1246,"₹42,947.00","₹53,511,962.00",28,"₹14,983,349.36","₹68,495,311.36"
PRT-IND-200353,Mahindra CIE,TVS Motor,Manesar,9,Suspension,Optimal Stock,349,"₹22,771.50","₹7,947,253.50",28,"₹2,225,230.98","₹10,172,484.48"
PRT-IND-200354,Bosch India,Mahindra & Mahindra,Chennai,41,Engine Core,Overstocked,1584,"₹1,501.50","₹2,378,376.00",28,"₹665,945.28","₹3,044,321.28"
PRT-IND-200355,Bharat Forge,Hero MotoCorp,Pithampur,39,Suspension,Overstocked,1559,"₹35,250.00","₹54,954,750.00",28,"₹15,387,330.00","₹70,342,080.00"
PRT-IND-200356,Uno Minda,Maruti Suzuki,Gurugram,16,Transmission,Optimal Stock,1028,"₹6,823.00","₹7,014,044.00",28,"₹1,963,932.32","₹8,977,976.32"
PRT-IND-200357,Bharat Forge,Maruti Suzuki,Jamshedpur,36,Electrical & Sensor,Overstocked,1488,"₹34,495.50","₹51,329,304.00",18,"₹9,239,274.72","₹60,568,578.72"
PRT-IND-200358,Motherson Sumi,Tata Motors,Chennai,25,Suspension,Optimal Stock,322,"₹48,805.50","₹15,715,371.00",28,"₹4,400,303.88","₹20,115,674.88"
PRT-IND-200359,Uno Minda,TVS Motor,Sanand,22,Electrical & Sensor,Overstocked,1961,"₹47,533.50","₹93,213,193.50",18,"₹16,778,374.83","₹109,991,568.33"
PRT-IND-200360,Tata AutoComp,Hyundai India,Chennai,16,Exhaust,Overstocked,1576,"₹23,138.50","₹36,466,276.00",28,"₹10,210,557.28","₹46,676,833.28"
PRT-IND-200361,Endurance Tech,Maruti Suzuki,Manesar,18,Electrical & Sensor,Overstocked,1721,"₹43,104.00","₹74,181,984.00",18,"₹13,352,757.12","₹87,534,741.12"
PRT-IND-200362,Bharat Forge,Maruti Suzuki,Gurugram,3,Electrical & Sensor,Optimal Stock,572,"₹5,649.50","₹3,231,514.00",18,"₹581,672.52","₹3,813,186.52"
PRT-IND-200363,Endurance Tech,TVS Motor,Bengaluru,15,Transmission,Optimal Stock,701,"₹42,708.00","₹29,938,308.00",28,"₹8,382,726.24","₹38,321,034.24"
PRT-IND-200364,Bharat Forge,Hyundai India,Jamshedpur,31,Transmission,Overstocked,1213,"₹14,137.00","₹17,148,181.00",28,"₹4,801,490.68","₹21,949,671.68"
PRT-IND-200365,Motherson Sumi,Maruti Suzuki,Gurugram,17,Exhaust,Overstocked,1828,"₹3,922.50","₹7,170,330.00",28,"₹2,007,692.40","₹9,178,022.40"
PRT-IND-200366,Bosch India,TVS Motor,Chennai,5,Electrical & Sensor,Reorder Needed,157,"₹4,952.00","₹777,464.00",18,"₹139,943.52","₹917,407.52"
PRT-IND-200367,Endurance Tech,Bajaj Auto,Gurugram,34,Engine Core,Overstocked,1422,"₹31,138.00","₹44,278,236.00",28,"₹12,397,906.08","₹56,676,142.08"
PRT-IND-200368,Uno Minda,Hyundai India,Chennai,5,Braking System,Overstocked,1809,"₹7,509.50","₹13,584,685.50",28,"₹3,803,711.94","₹17,388,397.44"
PRT-IND-200369,Endurance Tech,TVS Motor,Sanand,37,Engine Core,Optimal Stock,444,"₹47,414.00","₹21,051,816.00",28,"₹5,894,508.48","₹26,946,324.48"
PRT-IND-200370,Tata AutoComp,Bajaj Auto,Pithampur,19,Suspension,Reorder Needed,257,"₹37,981.00","₹9,761,117.00",28,"₹2,733,112.76","₹12,494,229.76"
PRT-IND-200371,Bharat Forge,Bajaj Auto,Chennai,16,Exhaust,Overstocked,1481,"₹47,531.50","₹70,394,151.50",28,"₹19,710,362.42","₹90,104,513.92"
PRT-IND-200372,Bosch India,Maruti Suzuki,Bengaluru,13,Exhaust,Optimal Stock,754,"₹33,902.50","₹25,562,485.00",28,"₹7,157,495.80","₹32,719,980.80"
PRT-IND-200373,Tata AutoComp,Maruti Suzuki,Bengaluru,6,Transmission,Optimal Stock,320,"₹26,570.00","₹8,502,400.00",28,"₹2,380,672.00","₹10,883,072.00"
PRT-IND-200374,Motherson Sumi,TVS Motor,Manesar,20,Transmission,Optimal Stock,543,"₹32,067.00","₹17,412,381.00",28,"₹4,875,466.68","₹22,287,847.68"
PRT-IND-200375,Mahindra CIE,Maruti Suzuki,Jamshedpur,31,Engine Core,Optimal Stock,385,"₹19,699.00","₹7,584,115.00",28,"₹2,123,552.20","₹9,707,667.20"
PRT-IND-200376,Motherson Sumi,Maruti Suzuki,Anantapur,18,Engine Core,Overstocked,1610,"₹7,380.50","₹11,882,605.00",28,"₹3,327,129.40","₹15,209,734.40"
PRT-IND-200377,Bharat Forge,Bajaj Auto,Sanand,14,Suspension,Overstocked,1889,"₹2,884.00","₹5,447,876.00",28,"₹1,525,405.28","₹6,973,281.28"
PRT-IND-200378,Motherson Sumi,Maruti Suzuki,Sanand,4,Suspension,Reorder Needed,250,"₹35,719.50","₹8,929,875.00",28,"₹2,500,365.00","₹11,430,240.00"
PRT-IND-200379,Bosch India,Mahindra & Mahindra,Bengaluru,23,Electrical & Sensor,Reorder Needed,168,"₹43,570.50","₹7,319,844.00",18,"₹1,317,571.92","₹8,637,415.92"
PRT-IND-200380,Bosch India,Bajaj Auto,Manesar,12,Transmission,Overstocked,1205,"₹44,924.00","₹54,133,420.00",28,"₹15,157,357.60","₹69,290,777.60"
PRT-IND-200381,Tata AutoComp,Hyundai India,Anantapur,6,Suspension,Overstocked,1398,"₹27,280.00","₹38,137,440.00",28,"₹10,678,483.20","₹48,815,923.20"
PRT-IND-200382,Tata AutoComp,Tata Motors,Anantapur,32,Exhaust,Overstocked,1490,"₹31,992.50","₹47,668,825.00",28,"₹13,347,271.00","₹61,016,096.00"
PRT-IND-200383,Bharat Forge,Mahindra & Mahindra,Bengaluru,20,Suspension,Optimal Stock,423,"₹47,442.50","₹20,068,177.50",28,"₹5,619,089.70","₹25,687,267.20"
PRT-IND-200384,Bosch India,TVS Motor,Pithampur,38,Exhaust,Overstocked,1911,"₹20,129.00","₹38,466,519.00",28,"₹10,770,625.32","₹49,237,144.32"
PRT-IND-200385,Bosch India,Hyundai India,Chennai,16,Engine Core,Reorder Needed,65,"₹31,345.00","₹2,037,425.00",28,"₹570,479.00","₹2,607,904.00"
PRT-IND-200386,Endurance Tech,Bajaj Auto,Manesar,35,Exhaust,Overstocked,1258,"₹39,839.50","₹50,118,091.00",28,"₹14,033,065.48","₹64,151,156.48"
PRT-IND-200387,Endurance Tech,Hero MotoCorp,Bengaluru,14,Braking System,Overstocked,1556,"₹7,591.00","₹11,811,596.00",28,"₹3,307,246.88","₹15,118,842.88"
PRT-IND-200388,Bosch India,Mahindra & Mahindra,Pune,27,Transmission,Optimal Stock,679,"₹32,533.50","₹22,090,246.50",28,"₹6,185,269.02","₹28,275,515.52"
PRT-IND-200389,Bosch India,Bajaj Auto,Bengaluru,26,Transmission,Optimal Stock,968,"₹12,878.50","₹12,466,388.00",28,"₹3,490,588.64","₹15,956,976.64"
PRT-IND-200390,Mahindra CIE,Bajaj Auto,Manesar,31,Suspension,Optimal Stock,1040,"₹20,548.50","₹21,370,440.00",28,"₹5,983,723.20","₹27,354,163.20"
PRT-IND-200391,Endurance Tech,Mahindra & Mahindra,Jamshedpur,5,Braking System,Optimal Stock,1034,"₹10,811.00","₹11,178,574.00",28,"₹3,130,000.72","₹14,308,574.72"
PRT-IND-200392,Uno Minda,TVS Motor,Pithampur,13,Exhaust,Reorder Needed,166,"₹29,912.50","₹4,965,475.00",28,"₹1,390,333.00","₹6,355,808.00"
PRT-IND-200393,Bharat Forge,Hyundai India,Bengaluru,8,Electrical & Sensor,Reorder Needed,204,"₹31,275.50","₹6,380,202.00",18,"₹1,148,436.36","₹7,528,638.36"
PRT-IND-200394,Endurance Tech,Bajaj Auto,Sanand,37,Transmission,Optimal Stock,1137,"₹20,471.00","₹23,275,527.00",28,"₹6,517,147.56","₹29,792,674.56"
PRT-IND-200395,Bosch India,Mahindra & Mahindra,Anantapur,43,Suspension,Overstocked,1816,"₹36,133.50","₹65,618,436.00",28,"₹18,373,162.08","₹83,991,598.08"
PRT-IND-200396,Bharat Forge,Hero MotoCorp,Jamshedpur,31,Exhaust,Optimal Stock,758,"₹29,867.00","₹22,639,186.00",28,"₹6,338,972.08","₹28,978,158.08"
PRT-IND-200397,Uno Minda,Hyundai India,Bengaluru,11,Engine Core,Overstocked,1483,"₹41,509.00","₹61,557,847.00",28,"₹17,236,197.16","₹78,794,044.16"
PRT-IND-200398,Motherson Sumi,Hyundai India,Chennai,12,Braking System,Overstocked,1772,"₹15,111.50","₹26,777,578.00",28,"₹7,497,721.84","₹34,275,299.84"
PRT-IND-200399,Tata AutoComp,Mahindra & Mahindra,Pune,17,Electrical & Sensor,Optimal Stock,665,"₹49,303.50","₹32,786,827.50",18,"₹5,901,628.95","₹38,688,456.45"
PRT-IND-200400,Bosch India,Hero MotoCorp,Pune,11,Transmission,Overstocked,1381,"₹26,058.50","₹35,986,788.50",28,"₹10,076,300.78","₹46,063,089.28"
PRT-IND-200401,Endurance Tech,Hero MotoCorp,Bengaluru,44,Suspension,Overstocked,1498,"₹28,220.50","₹42,274,309.00",28,"₹11,836,806.52","₹54,111,115.52"
PRT-IND-200402,Bharat Forge,Maruti Suzuki,Gurugram,25,Transmission,Overstocked,1398,"₹6,259.00","₹8,750,082.00",28,"₹2,450,022.96","₹11,200,104.96"
PRT-IND-200403,Mahindra CIE,Maruti Suzuki,Jamshedpur,41,Braking System,Optimal Stock,1000,"₹37,762.00","₹37,762,000.00",28,"₹10,573,360.00","₹48,335,360.00"
PRT-IND-200404,Endurance Tech,Maruti Suzuki,Anantapur,11,Braking System,Overstocked,1342,"₹33,085.50","₹44,400,741.00",28,"₹12,432,207.48","₹56,832,948.48"
PRT-IND-200405,Mahindra CIE,Mahindra & Mahindra,Sanand,39,Engine Core,Optimal Stock,1038,"₹45,860.50","₹47,603,199.00",28,"₹13,328,895.72","₹60,932,094.72"
PRT-IND-200406,Motherson Sumi,Bajaj Auto,Jamshedpur,6,Suspension,Overstocked,1965,"₹22,446.50","₹44,107,372.50",28,"₹12,350,064.30","₹56,457,436.80"
PRT-IND-200407,Uno Minda,Tata Motors,Gurugram,38,Engine Core,Optimal Stock,587,"₹37,966.00","₹22,286,042.00",28,"₹6,240,091.76","₹28,526,133.76"
PRT-IND-200408,Tata AutoComp,Mahindra & Mahindra,Jamshedpur,29,Suspension,Optimal Stock,443,"₹48,562.00","₹21,512,966.00",28,"₹6,023,630.48","₹27,536,596.48"
PRT-IND-200409,Mahindra CIE,Hero MotoCorp,Pithampur,43,Transmission,Overstocked,1354,"₹37,268.00","₹50,460,872.00",28,"₹14,129,044.16","₹64,589,916.16"
PRT-IND-200410,Uno Minda,TVS Motor,Pune,43,Braking System,Overstocked,1335,"₹19,836.00","₹26,481,060.00",28,"₹7,414,696.80","₹33,895,756.80"
PRT-IND-200411,Tata AutoComp,Mahindra & Mahindra,Chennai,30,Electrical & Sensor,Optimal Stock,349,"₹37,282.50","₹13,011,592.50",18,"₹2,342,086.65","₹15,353,679.15"
PRT-IND-200412,Endurance Tech,Bajaj Auto,Coimbatore,3,Engine Core,Optimal Stock,899,"₹7,948.50","₹7,145,701.50",28,"₹2,000,796.42","₹9,146,497.92"
PRT-IND-200413,Bharat Forge,Maruti Suzuki,Coimbatore,39,Suspension,Optimal Stock,868,"₹41,259.00","₹35,812,812.00",28,"₹10,027,587.36","₹45,840,399.36"
PRT-IND-200414,Mahindra CIE,Bajaj Auto,Pithampur,21,Suspension,Overstocked,1677,"₹30,049.00","₹50,392,173.00",28,"₹14,109,808.44","₹64,501,981.44"
PRT-IND-200415,Motherson Sumi,Hero MotoCorp,Bengaluru,31,Electrical & Sensor,Optimal Stock,983,"₹5,067.50","₹4,981,352.50",18,"₹896,643.45","₹5,877,995.95"
PRT-IND-200416,Uno Minda,Hyundai India,Pune,20,Electrical & Sensor,Optimal Stock,350,"₹17,892.50","₹6,262,375.00",18,"₹1,127,227.50","₹7,389,602.50"
PRT-IND-200417,Bharat Forge,TVS Motor,Coimbatore,14,Exhaust,Optimal Stock,1170,"₹17,330.50","₹20,276,685.00",28,"₹5,677,471.80","₹25,954,156.80"
PRT-IND-200418,Endurance Tech,Hyundai India,Manesar,43,Exhaust,Optimal Stock,591,"₹36,698.50","₹21,688,813.50",28,"₹6,072,867.78","₹27,761,681.28"
PRT-IND-200419,Uno Minda,Maruti Suzuki,Manesar,13,Electrical & Sensor,Overstocked,1401,"₹8,236.50","₹11,539,336.50",18,"₹2,077,080.57","₹13,616,417.07"
PRT-IND-200420,Motherson Sumi,Hero MotoCorp,Chennai,14,Electrical & Sensor,Optimal Stock,966,"₹20,568.00","₹19,868,688.00",18,"₹3,576,363.84","₹23,445,051.84"
PRT-IND-200421,Motherson Sumi,Tata Motors,Chennai,37,Electrical & Sensor,Optimal Stock,318,"₹25,044.00","₹7,963,992.00",18,"₹1,433,518.56","₹9,397,510.56"
PRT-IND-200422,Tata AutoComp,Maruti Suzuki,Pithampur,7,Exhaust,Optimal Stock,655,"₹30,156.00","₹19,752,180.00",28,"₹5,530,610.40","₹25,282,790.40"
PRT-IND-200423,Bharat Forge,Hero MotoCorp,Coimbatore,17,Suspension,Optimal Stock,1025,"₹17,792.00","₹18,236,800.00",28,"₹5,106,304.00","₹23,343,104.00"
PRT-IND-200424,Uno Minda,Maruti Suzuki,Jamshedpur,32,Electrical & Sensor,Overstocked,1421,"₹32,140.00","₹45,670,940.00",18,"₹8,220,769.20","₹53,891,709.20"
PRT-IND-200425,Mahindra CIE,Bajaj Auto,Gurugram,12,Braking System,Overstocked,1471,"₹36,864.00","₹54,226,944.00",28,"₹15,183,544.32","₹69,410,488.32"
PRT-IND-200426,Bosch India,Bajaj Auto,Anantapur,10,Transmission,Overstocked,1441,"₹3,499.50","₹5,042,779.50",28,"₹1,411,978.26","₹6,454,757.76"
PRT-IND-200427,Tata AutoComp,TVS Motor,Sanand,17,Suspension,Optimal Stock,1149,"₹12,871.00","₹14,788,779.00",28,"₹4,140,858.12","₹18,929,637.12"
PRT-IND-200428,Motherson Sumi,Mahindra & Mahindra,Pithampur,3,Transmission,Optimal Stock,758,"₹1,686.00","₹1,277,988.00",28,"₹357,836.64","₹1,635,824.64"
PRT-IND-200429,Bosch India,Mahindra & Mahindra,Sanand,22,Exhaust,Optimal Stock,562,"₹18,030.50","₹10,133,141.00",28,"₹2,837,279.48","₹12,970,420.48"
PRT-IND-200430,Bharat Forge,Maruti Suzuki,Bengaluru,39,Suspension,Optimal Stock,1096,"₹13,152.00","₹14,414,592.00",28,"₹4,036,085.76","₹18,450,677.76"
PRT-IND-200431,Uno Minda,Hyundai India,Pune,10,Electrical & Sensor,Reorder Needed,226,"₹36,662.00","₹8,285,612.00",18,"₹1,491,410.16","₹9,777,022.16"
PRT-IND-200432,Uno Minda,Mahindra & Mahindra,Pithampur,28,Suspension,Optimal Stock,403,"₹10,782.50","₹4,345,347.50",28,"₹1,216,697.30","₹5,562,044.80"
PRT-IND-200433,Tata AutoComp,Tata Motors,Coimbatore,42,Braking System,Optimal Stock,1121,"₹38,641.00","₹43,316,561.00",28,"₹12,128,637.08","₹55,445,198.08"
PRT-IND-200434,Endurance Tech,Hero MotoCorp,Jamshedpur,25,Engine Core,Optimal Stock,852,"₹2,313.50","₹1,971,102.00",28,"₹551,908.56","₹2,523,010.56"
PRT-IND-200435,Motherson Sumi,Tata Motors,Coimbatore,19,Exhaust,Overstocked,1511,"₹17,783.00","₹26,870,113.00",28,"₹7,523,631.64","₹34,393,744.64"
PRT-IND-200436,Bosch India,Mahindra & Mahindra,Anantapur,19,Braking System,Optimal Stock,643,"₹21,663.50","₹13,929,630.50",28,"₹3,900,296.54","₹17,829,927.04"
PRT-IND-200437,Bosch India,Hero MotoCorp,Bengaluru,36,Transmission,Optimal Stock,817,"₹46,680.50","₹38,137,968.50",28,"₹10,678,631.18","₹48,816,599.68"
PRT-IND-200438,Endurance Tech,Hero MotoCorp,Jamshedpur,27,Electrical & Sensor,Optimal Stock,441,"₹8,462.00","₹3,731,742.00",18,"₹671,713.56","₹4,403,455.56"
PRT-IND-200439,Mahindra CIE,Hero MotoCorp,Manesar,42,Electrical & Sensor,Optimal Stock,514,"₹14,640.00","₹7,524,960.00",18,"₹1,354,492.80","₹8,879,452.80"
PRT-IND-200440,Bharat Forge,Hyundai India,Pithampur,38,Suspension,Reorder Needed,236,"₹6,365.50","₹1,502,258.00",28,"₹420,632.24","₹1,922,890.24"
PRT-IND-200441,Motherson Sumi,Bajaj Auto,Pithampur,31,Suspension,Reorder Needed,262,"₹25,267.50","₹6,620,085.00",28,"₹1,853,623.80","₹8,473,708.80"
PRT-IND-200442,Endurance Tech,Maruti Suzuki,Gurugram,20,Suspension,Overstocked,1969,"₹35,140.00","₹69,190,660.00",28,"₹19,373,384.80","₹88,564,044.80"
PRT-IND-200443,Bosch India,Maruti Suzuki,Anantapur,34,Electrical & Sensor,Optimal Stock,555,"₹8,818.50","₹4,894,267.50",18,"₹880,968.15","₹5,775,235.65"
